film_id,title,release_year,release_season,genre,mpaa_rating,studio,is_franchise,sequel_number,production_budget,marketing_budget,total_cost,domestic_gross,international_gross,total_gross,streaming_revenue,ancillary_revenue,total_revenue,director_avg_roi,lead_actor_avg_gross,trailer_views_24hr,social_buzz_score,pre_release_tracking,rotten_tomatoes_score,roi
1140,Film_0140,2014,Fall,Action,PG-13,Disney,0,0,77277408,42885641,120163049,143566273,274806727,418373000,176382299,62162083,656917382,0.97,371147736,3053589,56.8,42.3,29.6,4.4669
1141,Film_0141,2015,Spring,Romance,G,Paramount,0,0,6192655,4587126,10779781,7627364,7157714,14785078,5858313,739530,21382921,2.73,331723153,23474865,75.6,56.1,57.5,0.9836
1142,Film_0142,2004,Holiday,Action,R,Warner Bros,0,0,241297716,135502939,376800655,474355136,961892711,1436247847,631017225,159995060,2227260132,1.62,233508240,18975629,50.6,91.6,98.6,4.911
1143,Film_0143,2019,Holiday,Sci-Fi,G,A24,1,1,281418708,121304368,402723076,851617459,1850311535,2701928994,1097856154,301650966,4101436114,0.7,275134308,28196893,40.2,55.8,81.2,9.1843
1144,Film_0144,2005,Summer,Romance,R,Universal,0,0,37770415,23304865,61075280,54060265,62162193,116222457,36347563,11127638,163697658,0.98,371997145,13527415,47.1,38.1,85.3,1.6803
1145,Film_0145,2018,Spring,Romance,R,Lionsgate,0,0,32546455,24237247,56783702,39200147,46941346,86141493,25805809,7726444,119673746,0.5,255283857,637799,81.9,64.2,66.5,1.1075
1146,Film_0146,2004,Holiday,Thriller,PG-13,Disney,1,5,60416403,38431733,98848136,111282589,117648530,228931119,89178575,21871693,339981386,3.66,333426640,22237340,68.8,37.1,13.7,2.4394
1147,Film_0147,2002,Spring,Horror,PG-13,Disney,0,0,11895341,5834803,17730144,39035322,40113237,79148559,25550940,7241780,111941280,0.59,281747991,9070397,93.1,43.2,28.4,5.3136
1148,Film_0148,2000,Spring,Horror,PG,Universal,0,0,37282437,20643130,57925567,158539347,103185418,261724766,95069690,32205036,388999491,1.23,229735817,21094996,73.0,94.9,92.3,5.7155
1149,Film_0149,2005,Summer,Action,PG-13,Paramount,1,1,143918063,83479578,227397641,412898011,846904110,1259802121,316527165,80042212,1656371499,1.96,111898514,25173161,64.5,65.2,42.6,6.284
1150,Film_0150,2014,Holiday,Romance,PG,Universal,1,2,31465647,19877055,51342701,64856383,53569931,118426313,31072357,8261884,157760555,1.75,181879057,25428598,67.6,48.5,19.2,2.0727
1151,Film_0151,2001,Fall,Horror,PG,Warner Bros,0,0,33180156,23350216,56530372,52595028,54770712,107365740,38337470,7306434,153009644,3.69,387742273,4670163,93.5,94.7,72.5,1.7067
1152,Film_0152,2002,Summer,Horror,PG,Universal,1,4,20322632,8932802,29255434,55901120,63753892,119655013,43460415,9123343,172238770,0.64,269950846,5128656,81.5,92.8,36.7,4.8874
1153,Film_0153,2016,Holiday,Action,PG,Disney,1,3,207552187,156880565,364432752,374053536,848406651,1222460187,489339308,125333760,1837133255,2.29,234470245,23421354,21.9,58.6,33.9,4.0411
1154,Film_0154,2023,Holiday,Horror,PG,A24,0,0,18554853,7513303,26068156,51852815,59405553,111258368,30751041,6800209,148809619,2.88,374523518,6382049,61.7,46.9,98.8,4.7085
1155,Film_0155,2011,Holiday,Drama,G,Universal,0,0,9851623,5398896,15250519,6844133,6754730,13598863,4795457,1860555,20254874,3.76,242874477,6188505,73.7,84.5,86.4,0.3281
1156,Film_0156,2017,Holiday,Comedy,PG-13,Paramount,1,5,50652714,20816651,71469364,156051504,144743936,300795440,86896653,23984271,411676364,2.67,219911357,9690617,78.4,76.5,46.3,4.7602
1157,Film_0157,2014,Holiday,Thriller,PG,Netflix,1,2,45764325,25499410,71263735,91123199,58308723,149431922,40143275,9900432,199475630,3.31,308538125,24964547,36.6,74.7,97.2,1.7991
1158,Film_0158,2011,Spring,Comedy,R,A24,0,0,18406717,11234081,29640798,12763571,6877874,19641445,6522907,2309090,28473443,0.79,290812935,4806080,87.6,88.1,67.9,-0.0394
1159,Film_0159,2015,Summer,Action,PG-13,Lionsgate,1,1,186421722,112724099,299145821,553409034,772443092,1325852126,374775080,71342287,1771969493,1.85,93400803,14889772,94.6,74.8,76.0,4.9234
1160,Film_0160,2007,Spring,Sci-Fi,PG-13,Sony,1,2,161104863,75115358,236220221,205580620,304752742,510333361,150219889,57155732,717708982,1.81,199097144,24350791,38.5,48.4,12.8,2.0383
1161,Film_0161,2013,Fall,Thriller,PG,Universal,0,0,26805097,17645693,44450790,35796736,23180070,58976806,18489873,7066592,84533270,3.6,199555868,7305080,88.8,75.1,20.8,0.9017
1162,Film_0162,2016,Holiday,Action,G,Paramount,0,0,196765427,82230511,278995938,152767020,235750929,388517949,117284897,27775790,533578637,1.03,163725316,17490019,27.6,49.9,66.3,0.9125
1163,Film_0163,2020,Summer,Romance,PG,A24,0,0,2482852,1749822,4232674,4349707,4782700,9132406,2443085,494944,12070435,1.03,216571523,19533129,24.3,79.4,90.0,1.8517
1164,Film_0164,2007,Holiday,Sci-Fi,G,Paramount,1,1,210643992,164019582,374663574,442180074,1041335552,1483515626,397557337,128123139,2009196102,1.65,176980811,25283762,30.1,70.3,65.5,4.3627
1165,Film_0165,2014,Summer,Comedy,R,Lionsgate,0,0,34879752,18692322,53572074,68251558,78431184,146682742,42339956,8780344,197803042,0.69,95751286,24066545,24.5,35.0,21.9,2.6923
1166,Film_0166,2013,Spring,Action,PG-13,Disney,1,2,175111327,106274321,281385648,335918605,678237078,1014155683,263793898,62520451,1340470033,1.14,176699265,11342852,85.9,63.3,20.3,3.7638
1167,Film_0167,2017,Summer,Romance,R,Paramount,1,3,5109334,2818125,7927459,9521592,6880633,16402225,6155614,1237156,23794996,3.88,47465240,4715645,24.6,52.3,85.1,2.0016
1168,Film_0168,2019,Fall,Thriller,G,A24,1,5,27625673,11124421,38750094,25159629,25778511,50938141,15661713,4051966,70651819,2.0,238798628,23928370,41.2,51.4,22.4,0.8233
1169,Film_0169,2006,Fall,Thriller,G,Paramount,0,0,90726214,50294059,141020272,149763027,120076802,269839829,82557278,27792702,380189809,2.71,344388729,26920153,28.1,69.1,56.3,1.696
1170,Film_0170,2002,Summer,Animation,R,Paramount,1,4,278559129,199640014,478199143,566496832,827869802,1394366634,441177127,164311033,1999854793,3.04,295609092,3370581,43.0,51.0,13.3,3.1821
1171,Film_0171,2011,Summer,Romance,G,Paramount,0,0,19015931,12139685,31155616,21459918,14978182,36438100,13939732,3981850,54359682,1.78,156949735,24967151,27.1,80.5,17.2,0.7448
1172,Film_0172,2020,Summer,Drama,R,Warner Bros,1,2,39671948,17475650,57147598,65269377,51759112,117028489,49634916,7587663,174251068,1.02,53087058,24292448,72.1,34.6,69.8,2.0491
1173,Film_0173,2023,Summer,Horror,PG-13,Warner Bros,0,0,38859248,28711381,67570629,198627495,139985011,338612505,136060392,22757674,497430571,1.22,96816772,8620459,30.4,72.9,71.3,6.3616
1174,Film_0174,2002,Fall,Sci-Fi,R,Disney,0,0,181655949,111252305,292908254,155808541,322025635,477834176,188986210,65882307,732702692,1.6,227286329,12383287,86.4,82.6,40.4,1.5015
1175,Film_0175,2019,Holiday,Romance,PG-13,Universal,1,1,31569864,23257183,54827047,57744272,40746849,98491122,34164427,10423831,143079379,2.73,98681692,22291265,83.7,73.7,29.2,1.6096
1176,Film_0176,2013,Summer,Animation,R,Paramount,0,0,169173869,106932875,276106744,192050995,417212765,609263761,236858057,83465348,929587165,1.89,226709782,7100500,21.1,62.3,82.4,2.3668
1177,Film_0177,2014,Summer,Horror,G,Lionsgate,0,0,17073106,10651491,27724597,87342744,82623291,169966035,61281674,14813331,246061040,0.52,108007629,17356056,89.9,91.8,29.3,7.8752
1178,Film_0178,2013,Fall,Horror,R,Universal,1,4,22435026,9918607,32353633,32769786,30086095,62855881,18432494,7004659,88293035,2.33,342591070,5908647,22.3,49.5,58.2,1.729
1179,Film_0179,2006,Fall,Action,G,Lionsgate,1,5,236718929,110534458,347253387,313115092,769462385,1082577476,315806983,110819496,1509203955,3.73,170963160,661297,38.7,31.2,96.2,3.3461
1180,Film_0180,2016,Spring,Horror,R,Universal,1,2,3679800,2902664,6582464,7862672,4989785,12852456,3974987,1052775,17880219,3.34,113309238,28635480,22.5,58.1,23.2,1.7163
1181,Film_0181,2011,Summer,Drama,R,Disney,1,3,17547579,8622787,26170366,33279040,23526890,56805930,24549281,5509694,86864906,3.39,328683948,2431375,46.2,32.1,93.7,2.3192
1182,Film_0182,2019,Spring,Thriller,PG,Paramount,0,0,75937171,60064848,136002019,152135814,142053948,294189762,105756209,29492255,429438226,3.28,150278807,4743460,60.1,92.0,26.3,2.1576
1183,Film_0183,2003,Fall,Animation,G,Paramount,0,0,157715523,96642565,254358088,256108614,574132096,830240710,329423802,58180859,1217845371,1.63,62365321,2805433,82.1,43.6,60.5,3.7879
1184,Film_0184,2008,Fall,Horror,PG,Sony,0,0,36057132,16381318,52438450,107289429,91671437,198960866,63530543,16215517,278706926,3.18,236755607,6426069,46.4,81.3,43.6,4.3149
1185,Film_0185,2005,Holiday,Action,G,Lionsgate,0,0,67820068,29821900,97641967,44852450,54156380,99008830,32825700,12786097,144620627,1.0,240994398,21497458,75.0,80.3,95.9,0.4811
1186,Film_0186,2015,Summer,Drama,PG,Universal,1,1,9885854,4780262,14666116,13119610,14943914,28063524,7720643,3973201,39757368,2.8,291584357,7239202,34.6,44.2,34.3,1.7108
1187,Film_0187,2021,Spring,Comedy,PG-13,Universal,1,4,87118654,67103573,154222227,82521680,60887728,143409408,40765414,12330256,196505078,2.75,111283385,2587001,78.5,70.4,45.6,0.2742
1188,Film_0188,2021,Fall,Thriller,R,Netflix,0,0,20587959,11645787,32233746,27912580,22858544,50771124,21093945,4097089,75962158,0.59,188633109,19958938,38.4,33.1,97.5,1.3566
1189,Film_0189,2020,Fall,Thriller,G,Netflix,0,0,76575730,42742559,119318289,108268372,105526982,213795354,78455995,14862992,307114342,3.26,127299809,3955673,31.2,61.4,57.7,1.5739
1190,Film_0190,2020,Spring,Animation,G,Warner Bros,1,5,169795807,89190767,258986574,374281879,916806172,1291088051,409928839,152153587,1853170477,3.66,50762420,8105502,34.5,31.0,54.7,6.1555
1191,Film_0191,2001,Holiday,Thriller,R,Sony,0,0,98957439,45404121,144361560,116243064,86347694,202590757,83177736,16675239,302443733,1.44,353113254,25538411,34.2,89.9,32.9,1.095
1192,Film_0192,2023,Fall,Horror,G,A24,1,1,3700918,2202566,5903484,16371480,13178245,29549724,8844350,4396259,42790333,3.34,296970526,2231530,60.0,93.4,72.4,6.2483
1193,Film_0193,2007,Summer,Action,G,Netflix,0,0,204337939,92364654,296702593,395239508,682900886,1078140395,479995154,89020414,1647155963,0.79,134555963,5858699,85.9,44.4,11.3,4.5515
1194,Film_0194,2010,Fall,Thriller,PG,A24,1,2,75266699,55260216,130526915,43621232,30303251,73924483,23579213,6609855,104113551,2.6,247761737,12301243,26.2,43.5,14.4,-0.2024
1195,Film_0195,2012,Summer,Thriller,G,Warner Bros,0,0,39071008,21417117,60488124,98538060,59081319,157619378,50038193,17390685,225048257,2.2,96480239,7273329,75.1,79.0,63.3,2.7205
1196,Film_0196,2016,Spring,Comedy,PG-13,Warner Bros,1,2,99737034,54847532,154584566,119609798,86025070,205634868,64236710,26767168,296638746,2.41,358289916,9030508,71.0,46.5,40.4,0.9189
1197,Film_0197,2007,Summer,Comedy,PG-13,Warner Bros,1,3,98180421,57887429,156067850,227154666,248660296,475814962,130574238,46131149,652520348,3.74,63664410,6052612,88.1,88.2,94.8,3.181
1198,Film_0198,2020,Spring,Sci-Fi,R,Lionsgate,1,2,195233013,112776562,308009575,193425895,236423450,429849345,117016782,39660309,586526436,3.55,21458115,7589109,39.0,67.3,90.4,0.9042
1199,Film_0199,2017,Summer,Drama,G,Lionsgate,1,2,5444309,4344249,9788558,4341325,5184355,9525681,3616149,1424697,14566526,3.25,210763115,7329313,55.1,52.8,73.5,0.4881
1200,Film_0200,2017,Spring,Horror,R,Disney,1,3,19954605,12334988,32289592,69071875,60693596,129765471,55153389,6624445,191543305,1.46,241588573,12262302,92.2,84.1,82.8,4.932
1201,Film_0201,2013,Summer,Thriller,PG-13,Disney,1,5,18372744,7997300,26370044,34872925,41477579,76350505,31158954,10651394,118160853,3.69,240006822,15217924,71.5,62.1,69.4,3.4809
1202,Film_0202,2014,Holiday,Romance,G,Warner Bros,0,0,21309958,13696995,35006953,24751023,28644297,53395321,14855727,3466108,71717156,0.84,40714532,15382694,50.3,89.3,21.2,1.0487
1203,Film_0203,2005,Summer,Thriller,G,Sony,1,2,84066260,38723754,122790014,213086094,174084861,387170954,139039449,49787292,575997695,3.49,139336647,12866105,30.3,90.3,78.1,3.6909
1204,Film_0204,2010,Summer,Action,R,Universal,1,3,180620260,74483290,255103550,216535545,261347578,477883123,129562864,53424063,660870050,1.65,209695600,23489911,40.5,40.8,28.7,1.5906
1205,Film_0205,2012,Holiday,Sci-Fi,PG-13,Lionsgate,0,0,80805664,63698851,144504515,150072675,363166549,513239224,132959204,43206905,689405332,0.69,102300091,9557483,65.3,30.2,38.8,3.7708
1206,Film_0206,2000,Fall,Drama,G,Sony,1,4,5321511,3775162,9096673,3445432,2301523,5746954,2191182,789560,8727696,2.84,351597836,5290287,76.0,94.0,82.9,-0.0406
1207,Film_0207,2005,Fall,Romance,R,Paramount,1,5,24342731,19280505,43623236,1844675,1839312,3683988,1315296,188954,5188238,1.31,53101530,17530294,29.7,88.9,57.8,-0.8811
1208,Film_0208,2008,Summer,Sci-Fi,PG-13,Lionsgate,1,1,96146282,56837007,152983290,233064275,398020570,631084845,168123992,45860346,845069183,1.35,205206088,15946951,66.8,33.6,86.5,4.5239
1209,Film_0209,2007,Holiday,Animation,R,Lionsgate,0,0,123819572,75889389,199708961,194810793,251330631,446141424,114652925,47598507,608392856,1.57,282738102,17646109,62.9,84.1,29.0,2.0464
1210,Film_0210,2010,Summer,Drama,PG,Disney,0,0,22453586,10493342,32946927,33028278,26889813,59918091,26840386,5102279,91860755,0.72,119465418,3601883,60.1,59.8,64.1,1.7881
1211,Film_0211,2021,Spring,Thriller,G,Universal,1,4,78362417,39084272,117446689,93267853,106256603,199524456,51079112,22154747,272758314,1.12,257211480,22676072,73.8,46.8,17.5,1.3224
1212,Film_0212,2018,Spring,Thriller,PG,Universal,1,1,98925901,72752055,171677956,79599571,50352730,129952300,44041569,6810933,180804802,0.52,335166357,1215295,85.3,87.1,67.2,0.0532
1213,Film_0213,2023,Summer,Drama,PG-13,Netflix,0,0,11677861,6334939,18012800,10029607,5050094,15079701,5291826,929602,21301129,2.06,92328051,19156014,45.2,42.8,77.9,0.1826
1214,Film_0214,2008,Fall,Thriller,PG,A24,1,1,68650113,50164422,118814534,135343363,73365236,208708599,57072625,13088038,278869262,0.79,368543825,21277956,89.3,91.6,62.1,1.3471
1215,Film_0215,2016,Fall,Horror,PG,A24,1,2,27363309,18705708,46069017,48148050,54567939,102715989,29152067,7080045,138948100,2.89,230352242,26658476,32.5,43.4,33.7,2.0161
1216,Film_0216,2011,Summer,Drama,PG-13,A24,0,0,20345866,9580225,29926090,48614941,46342753,94957694,30420742,9109590,134488026,1.32,133708162,1554212,33.5,69.9,12.8,3.494
1217,Film_0217,2013,Summer,Sci-Fi,R,A24,1,4,181624799,109515857,291140656,375722688,636048148,1011770836,407070996,126686730,1545528562,3.8,183726145,19635946,40.8,44.5,20.6,4.3085
1218,Film_0218,2014,Spring,Drama,PG,Paramount,0,0,39704201,26639729,66343930,36826292,22980886,59807178,21017228,8406131,89230537,3.55,138632916,3985001,29.3,65.5,65.4,0.345
1219,Film_0219,2015,Fall,Romance,R,Paramount,0,0,27186742,13430655,40617398,14325733,10113777,24439510,9227879,3263585,36930974,1.51,295542241,2580563,38.0,74.5,93.2,-0.0908
1220,Film_0220,2021,Summer,Thriller,PG,Lionsgate,0,0,31990595,23425926,55416520,61378625,35621567,97000191,43362472,6759826,147122489,3.24,322594252,27634796,28.3,42.4,28.4,1.6548
1221,Film_0221,2021,Spring,Horror,R,Warner Bros,1,3,35291478,21807700,57099178,93931489,108873457,202804946,81852297,19086999,303744241,3.31,336516209,25949640,84.1,63.9,75.4,4.3196
1222,Film_0222,2019,Fall,Horror,PG-13,Disney,0,0,11078833,5163809,16242642,11443727,12003832,23447558,7898833,1639949,32986341,3.95,394591935,27506644,30.8,60.5,87.1,1.0308
1223,Film_0223,2000,Holiday,Animation,PG,Disney,0,0,248435963,157308104,405744066,686756584,1265274817,1952031401,662301580,149227299,2763560281,2.59,320688031,16456333,78.3,34.6,56.4,5.8111
1224,Film_0224,2009,Spring,Sci-Fi,PG-13,A24,0,0,211651478,169296953,380948432,387893312,899663801,1287557114,481230156,129212405,1897999675,0.79,248525947,21992913,23.7,83.2,69.6,3.9823
1225,Film_0225,2007,Fall,Comedy,PG,Lionsgate,0,0,91482389,42100982,133583370,152023293,102558067,254581359,97523256,14462997,366567612,2.76,148903713,5743534,94.0,51.8,82.5,1.7441
1226,Film_0226,2017,Fall,Comedy,PG-13,Netflix,1,5,76570417,55643934,132214351,87476287,87649875,175126161,61319057,12577111,249022330,2.69,226946271,28341897,75.5,67.3,33.2,0.8835
1227,Film_0227,2000,Spring,Drama,PG-13,Sony,0,0,30179484,14574385,44753870,26722864,29376251,56099116,21260008,8052345,85411468,2.73,35605906,11565982,20.5,63.5,36.4,0.9085
1228,Film_0228,2001,Holiday,Animation,PG,Warner Bros,0,0,242486175,172881811,415367986,668579070,1627295316,2295874386,584774127,221808165,3102456678,1.58,303033529,24946726,79.6,63.4,10.1,6.4692
1229,Film_0229,2000,Spring,Action,PG,Lionsgate,1,5,189159264,131244594,320403858,567046086,1294385595,1861431681,625300642,175977243,2662709566,3.51,189463107,11613511,60.1,37.0,95.7,7.3105
1230,Film_0230,2000,Fall,Drama,PG,Warner Bros,0,0,3100470,1612851,4713321,2983815,2108217,5092032,1557080,262019,6911132,3.86,27608827,17403067,80.8,57.5,91.7,0.4663
1231,Film_0231,2008,Summer,Animation,G,Warner Bros,0,0,125515125,66564342,192079467,303052777,703910942,1006963719,277755726,75260443,1359979887,1.26,43752638,19927743,60.8,59.4,78.0,6.0803
1232,Film_0232,2012,Summer,Sci-Fi,R,Warner Bros,0,0,232989517,167055477,400044994,173741387,233348976,407090364,109877476,55620448,572588288,0.81,167237256,5361282,70.0,77.7,17.0,0.4313
1233,Film_0233,2000,Spring,Sci-Fi,G,Lionsgate,0,0,262793565,153623391,416416956,260042902,624769020,884811922,327945304,58807116,1271564342,1.18,241700177,18072094,81.3,84.6,49.8,2.0536
1234,Film_0234,2012,Fall,Sci-Fi,G,A24,0,0,217856167,150827753,368683920,258684264,522836226,781520490,277221034,71518889,1130260413,3.37,196397501,2553262,51.6,65.4,19.1,2.0657
1235,Film_0235,2019,Summer,Sci-Fi,PG-13,Disney,0,0,252382494,115892441,368274935,401539433,510239359,911778792,274187222,46895601,1232861615,2.87,255297641,19214351,20.2,35.6,11.4,2.3477
1236,Film_0236,2021,Fall,Sci-Fi,PG,Disney,0,0,241664034,179078635,420742668,132969064,270928954,403898017,139017663,39514776,582430457,2.73,202511818,28073987,86.3,45.4,64.8,0.3843
1237,Film_0237,2006,Spring,Animation,R,A24,1,5,87425992,59830317,147256309,319132980,787148500,1106281480,385479869,57639600,1549400949,1.91,271447461,28207220,49.7,40.7,95.5,9.5218
1238,Film_0238,2001,Summer,Animation,PG-13,Warner Bros,0,0,155986203,118982707,274968911,192590254,248584108,441174362,127500183,58217790,626892335,2.52,103267905,25463781,58.7,38.1,90.4,1.2799
1239,Film_0239,2005,Fall,Horror,G,Sony,1,5,38640060,17501975,56142035,192987177,119910679,312897855,119032168,41454390,473384414,1.58,62880411,23726944,20.6,53.8,72.0,7.4319
1240,Film_0240,2006,Summer,Romance,PG,Universal,1,3,20047371,12774301,32821672,23795955,19990321,43786276,17785279,5638543,67210098,2.17,246644903,25892003,58.4,44.9,18.6,1.0477
1241,Film_0241,2013,Spring,Comedy,PG-13,Lionsgate,0,0,25041881,16017995,41059876,30027005,17471107,47498112,19393133,3720831,70612076,3.28,204182016,2572171,96.9,44.2,34.4,0.7197
1242,Film_0242,2017,Fall,Thriller,PG,Universal,1,3,68975417,37342208,106317624,67846474,66320418,134166892,49708024,17941296,201816212,3.93,30209709,29314268,41.7,33.6,38.5,0.8982
1243,Film_0243,2014,Summer,Sci-Fi,PG-13,Netflix,0,0,183839525,107249510,291089036,405471828,594185117,999656945,352206849,104264033,1456127826,3.76,164583116,5960388,50.8,31.1,77.9,4.0023
1244,Film_0244,2001,Spring,Action,PG,A24,1,2,94611491,39281993,133893485,64501475,80952252,145453727,38138175,12709865,196301767,3.77,60327722,14774198,73.6,36.7,81.4,0.4661
1245,Film_0245,2009,Summer,Thriller,G,Sony,0,0,16937021,11827867,28764888,8109356,8220602,16329958,5022544,1837659,23190161,1.91,221915596,25658876,83.6,41.2,44.3,-0.1938
1246,Film_0246,2022,Summer,Animation,R,Lionsgate,0,0,107561542,66659006,174220548,269983100,482941555,752924655,202276438,38575421,993776513,2.14,170395518,21821556,52.6,58.0,47.2,4.7041
1247,Film_0247,2011,Holiday,Action,G,A24,0,0,101546541,42963978,144510519,132854878,323284770,456139648,201962504,29327995,687430147,2.97,252997726,11367948,44.2,63.2,14.0,3.757
1248,Film_0248,2016,Holiday,Action,R,Warner Bros,1,3,209490198,140840754,350330952,356515791,455907538,812423329,225054285,100926825,1138404439,3.73,326128843,23389456,93.2,39.1,35.7,2.2495
1249,Film_0249,2007,Spring,Action,PG,Disney,0,0,114220962,67014904,181235866,98467861,205897671,304365532,85330424,22649714,412345670,1.0,133874100,1700346,72.8,57.6,50.2,1.2752
1250,Film_0250,2010,Holiday,Horror,PG-13,Universal,1,5,23509739,9727965,33237704,135566871,72077439,207644310,88854182,22799535,319298027,1.56,385598800,15615750,29.3,52.2,20.4,8.6065
1251,Film_0251,2002,Spring,Animation,G,Paramount,0,0,64613654,50905420,115519074,134598005,191514714,326112720,143093584,28864322,498070625,0.99,223541110,26151111,25.4,41.9,50.3,3.3116
1252,Film_0252,2005,Holiday,Action,R,Paramount,1,3,85443598,66615662,152059260,120982584,216516808,337499393,136068215,45724613,519292221,2.64,254950504,12872428,57.7,30.4,85.9,2.4151
1253,Film_0253,2008,Summer,Sci-Fi,G,Sony,0,0,118635064,71793310,190428373,69559687,124604644,194164331,48750972,28200725,271116028,1.57,278655502,23491510,37.2,60.4,61.7,0.4237
1254,Film_0254,2005,Spring,Drama,R,Warner Bros,1,2,22763651,9958391,32722041,40022246,22976662,62998909,15766690,8716307,87481905,1.64,273357981,29633434,39.8,74.6,17.0,1.6735
1255,Film_0255,2008,Spring,Action,G,Netflix,0,0,218960311,153676964,372637275,445938161,1062794138,1508732299,491273643,116265928,2116271869,0.75,214168882,2260399,88.5,44.7,27.1,4.6792
1256,Film_0256,2006,Summer,Horror,R,Universal,0,0,29926770,17859472,47786242,76176224,65983854,142160078,39617039,9868225,191645342,1.72,182930431,25961725,27.0,38.6,52.2,3.0105
1257,Film_0257,2008,Spring,Thriller,R,Warner Bros,0,0,15318450,7980591,23299041,16624425,16454573,33078998,8391388,3223333,44693719,3.52,40437146,15258076,75.8,87.7,42.2,0.9183
1258,Film_0258,2017,Spring,Animation,PG,Universal,0,0,231129213,137884124,369013337,228370023,535778986,764149009,261960472,38767889,1064877370,1.32,28392621,6636062,41.1,47.9,41.9,1.8857
1259,Film_0259,2011,Holiday,Romance,R,Sony,1,1,8564201,5215407,13779608,17034871,15202019,32236890,14139499,1695046,48071436,2.93,156025254,16093539,79.3,44.5,57.1,2.4886
1260,Film_0260,2007,Spring,Horror,PG,Sony,0,0,35312843,22073517,57386360,58029759,67306478,125336237,39451325,13201549,177989110,2.7,146791138,11973511,76.3,85.7,62.0,2.1016
1261,Film_0261,2007,Fall,Action,R,Netflix,1,2,254676764,146818477,401495241,197031339,401027912,598059250,228595072,61028921,887683243,3.52,167324159,13023855,20.6,83.1,80.9,1.2109
1262,Film_0262,2017,Summer,Animation,PG-13,Paramount,0,0,200804853,128977383,329782235,472602579,615387718,1087990297,413922721,162609070,1664522088,0.96,72579916,17177534,59.7,59.1,40.3,4.0473
1263,Film_0263,2019,Holiday,Drama,PG-13,Warner Bros,0,0,29951574,22987650,52939224,24999110,26148864,51147974,15355441,3589779,70093194,3.92,300503943,23624788,30.9,61.8,81.7,0.324
1264,Film_0264,2014,Holiday,Action,PG-13,Lionsgate,0,0,276381198,150602114,426983312,285749164,378155007,663904172,252340050,50330836,966575058,2.54,345646478,23712905,87.6,44.2,40.1,1.2637
1265,Film_0265,2006,Fall,Horror,R,Paramount,0,0,24984151,17246225,42230376,45228990,25009948,70238938,20542557,4309444,95090939,3.98,376711561,14163640,88.0,35.1,14.9,1.2517
1266,Film_0266,2010,Summer,Comedy,PG,Warner Bros,1,1,44345075,33603856,77948931,65872521,49607211,115479732,31687810,16369749,163537291,3.69,207097675,4643403,52.6,67.3,59.3,1.098
1267,Film_0267,2019,Summer,Sci-Fi,PG,Paramount,0,0,211322459,123072449,334394908,214022277,275336640,489358917,190985362,62530833,742875112,1.28,286328966,2703531,54.7,36.4,62.3,1.2216
1268,Film_0268,2015,Holiday,Romance,R,Lionsgate,0,0,22009131,12707683,34716814,36497450,33196434,69693884,19004697,9215895,97914476,0.7,345109427,18346628,43.7,59.2,93.2,1.8204
1269,Film_0269,2003,Spring,Thriller,PG-13,Disney,1,2,82211890,52685226,134897116,138199644,90989633,229189277,102993500,32149842,364332619,1.39,178950622,21692959,75.9,91.1,74.6,1.7008
1270,Film_0270,2005,Holiday,Horror,PG-13,Disney,1,1,34073864,21690151,55764015,131422031,148111128,279533159,80139496,28649353,388322008,2.35,137576862,10921231,48.0,91.9,91.7,5.9637
1271,Film_0271,2021,Summer,Animation,PG,Netflix,0,0,135890119,98199056,234089175,225510912,342815335,568326247,209614845,54058806,831999897,1.1,375955331,26901120,40.9,45.6,90.8,2.5542
1272,Film_0272,2002,Fall,Romance,PG-13,Disney,0,0,33474538,19769840,53244378,31704752,31381162,63085915,20961867,5238601,89286382,1.09,215957089,3803131,53.7,70.6,63.8,0.6769
1273,Film_0273,2008,Holiday,Romance,G,Disney,1,2,1430233,1141968,2572201,2403601,2239822,4643423,1278229,505768,6427420,2.12,208956477,23543592,27.1,60.8,57.0,1.4988
1274,Film_0274,2009,Summer,Romance,PG,A24,0,0,30232274,12812094,43044368,43767113,48337538,92104652,23539074,8789348,124433073,0.62,87798117,20230244,78.2,86.9,59.6,1.8908
1275,Film_0275,2013,Holiday,Action,PG-13,Universal,0,0,217400654,87235739,304636393,476144956,1175622403,1651767359,618663611,157176498,2427607467,0.93,61098906,7990291,21.0,47.6,97.1,6.9689
1276,Film_0276,2010,Spring,Sci-Fi,PG,A24,0,0,67482901,44274136,111757038,66771994,139452637,206224631,84830814,29632992,320688437,1.96,340000608,22663125,70.3,30.2,78.8,1.8695
1277,Film_0277,2017,Holiday,Action,G,A24,1,1,210042056,109090375,319132431,11147177,18817254,29964432,12537212,4446816,46948460,0.72,253370607,17674811,34.3,40.6,19.5,-0.8529
1278,Film_0278,2021,Holiday,Animation,PG,Netflix,1,3,117786859,58440298,176227157,327796515,734295485,1062091999,368060223,137698570,1567850792,1.89,143813342,6688343,38.1,52.7,79.3,7.8968
1279,Film_0279,2011,Summer,Action,PG,A24,0,0,198202998,104008932,302211930,402884747,946762346,1349647093,547269876,169617990,2066534959,2.16,92859763,15786370,69.6,50.5,25.2,5.838
1280,Film_0280,2022,Summer,Comedy,PG,Disney,0,0,85551482,42982692,128534174,145656499,97935193,243591692,93677918,28757416,366027026,2.08,231088966,4293092,97.4,81.4,49.8,1.8477
